ID,Answer
114,八掌溪
115,全球資訊網
116,1969年12月
117,恐怖主義
118,歐美日列強
119,美國國土安全部
120,奧古斯都
121,草書
122,商品的生產地
123,探馬赤軍
124,新憲法
125,1956年
126,100倍
127,米盧斯
128,四年
129,北魏風格
130,公元前216年
131,左心房
132,柏拉圖
133,石器時代
134,紅矮星
135,哈馬尼·迪奧里
136,蔣中正嫡系部隊
137,十字軍運動
138,「約瑟夫·朴」
139,粳稻
140,1946年
141,國際聯盟
142,敦煌郡
143,1878年5月15日
144,1928年
145,考試
146,四川省
147,煉鋁業
148,1917年
149,啟蒙時代
150,錢德拉·鮑斯
151,20世紀
152,副熱帶濕潤氣候
153,全真派
154,巴西隊
155,聖索非亞大教堂
156,印度
157,中華人民共和國
158,沙俄
159,亞塞拜然
160,1964年民權法案
161,綫車
162,1976年
163,高句麗王
164,1945年
165,威廉·赫歇爾
166,東吳大學
167,國際動物命名規約
168,昭和天皇
169,共產黨情報局
170,港幣6元
171,美國綠卡
172,212萬人
173,景德鎮
174,製造業
175,三陽工業
176,苦修隱居
177,多倫多
178,18世紀末
179,天主教
180,長崎新幹線
181,可也余志
182,俄羅斯聯邦
183,回[UNK]汗國
184,[SEP]月7日
185,845年
186,摩梭人
187,羅斯托夫州
188,[SEP]年
189,孫文
190,穆斯林
191,淮河流域
192,1918年
193,1975年
194,2017年
195,神明管轄村莊的範圍
196,1921年
197,聖瑪利亞教堂
198,勸誡性長詩
199,尼西亞帝國
200,基因轉殖生物
201,亞熱帶季風性濕潤氣候
202,《標準詞典》
203,1953年
204,北韓
205,《新聞法》
206,1862年
207,1600萬
208,二十五歲
209,1388年
210,張俊
211,《大目犍連變文》
212,詹姆斯·霍本
213,晉中市
214,嶺北行省
215,白[UNK]紀中期
216,戰爭廳
217,「日產復興計畫」
218,心肌梗塞
219,1985年
220,臺灣
221,水墨畫
222,1999年
223,補庫當天下午
224,埃及方言
225,大月氏國
226,安南計畫
227,1701年
228,574800人
229,13世紀
230,網際網路泡沫破滅
231,儒洪多湖
232,中南海
233,公安邊防部隊
234,第七
235,岡本大八事件
236,宋文帝元嘉年間
237,與太祖相悖的
238,李登輝
239,走資本主義道路當權派
240,漳州府府城
241,5領
242,jawa大壩
243,克里斯托夫
244,將攻城臼炮運到君士坦丁堡城外
245,阿提拉
246,5800日元
247,朴銀
248,188萬公里
249,炮的出現
250,再啟蒙時期
251,西方式握拍
252,2005年
253,借了共產政府的小船以捕魚為名，冒住生命危險抵港
254,農藥
255,瑪西婭·麥克納特
256,〈妮歌〉
257,1748年
258,1650年
259,查理斯二世
260,利用互補的資源優勢帶動黑龍江流域地區經濟的發展
261,降雨的不均衡
262,總質量
263,五部
264,單車
265,英國
266,梅雨時期
267,重慶
268,四分之三
269,歐洲理事會議會大會
270,巴達維亞
271,將實驗引入心理學研究的人
272,磚石
273,有許多鋪墊性問題
274,1100公尺
275,漢明帝
276,烽火台
277,1917年
278,《1800聯合法案》
279,紐西蘭
280,香港之女
281,議會初期實行一院制
282,鮑德溫郡
283,美白聖品
284,德國使用無限制潛艇戰
285,文化大革命
286,菲萊登陸器
287,四川省
288,維基媒體
289,民國三十四年
290,雅克·考文
291,分區氣溫
292,衛三畏
293,1999年4月30日
294,洛杉磯好萊塢
295,清華學堂
296,奧斯卡金像獎
297,中華台北名義
298,性虐待
299,蘇達爾摩
300,劉少奇
301,著作官
302,擇捉島
303,力主抗戰
304,福建
305,公元前1世紀
306,貝他版本
307,5公里
308,窩闊台汗
309,球童
310,基督教教義
311,1934年
312,政治家
313,非營利博物館
314,負面情況
315,286年
316,塞德里克·吉班斯
317,加州
318,《愛情萬歲》
319,阿提拉
320,海拔高度
321,細密鑲嵌技術
322,1978年
323,1913年
324,東正教
325,公元前1世紀
326,1107萬平方公里
327,伊朗人質危機
328,尼阿美
329,葉榆縣
330,突厥人
331,朝鮮平壤南部大同江入海口
332,忠孝伯招討大將軍罪臣國姓
333,以通俗故事來說佛經
334,蘇聯
335,《世俗謬論》
336,日本
337,威廉·吉爾伯特
338,[SEP]綠島
339,劉子業
340,匈牙利
341,anp
342,1966年
343,拉卜楞鎮
344,中南海
345,肉饅頭
346,南斯拉夫
347,13%
348,周達觀
349,法國
350,農業
351,《桑道夫伯爵》
352,明代
353,在實行突擊群戰術的步兵上配備了大量衝鋒鎗
354,十一個
355,德川幕府
356,攝氏溫標
357,佛教
358,香山
359,政治家
360,至元二十六年
361,受賄
362,耶穌基督的使徒彼得
363,1913年
364,黃河
365,槍枝
366,越高的重力
367,外交部
368,於大陳駐守的太平號驅逐艦遭解放軍魚雷快艇擊沉
369,日軍
370,新北市
371,1960-70年代
372,近衛頭銜
373,嘉靖七年
374,歌德
375,1985年
376,外國公使
377,雨季降水
378,《前進報》
379,北德低地
380,19世紀
381,每年
382,沃爾特·蒙代爾
383,搶鐵集團
384,140年
385,國際動物命名規約
386,政府濫印鈔票
387,1995年
388,象徵主義
389,1251年
390,管理人員
391,1857年
392,穆斯林文化
393,1997年
394,27個
395,副主席
396,1949年1月
397,末次冰期
398,紅線
399,腓力四世
400,《日出》
401,時速126英里
402,一局比賽結束之後
403,2015年
404,魏黃初二年
405,前秦
406,窩闊台汗海
407,引入刑事司法法案
408,清嘉慶年間
409,杜魯門
410,前方後圓墳
411,故國川王
412,41種
413,亞熱帶海洋性季風氣候
414,保羅·高特列本·尼普可夫
415,楊浦區
416,西九龍
417,山水詩
418,特勤局特工
419,黑潮洋流
420,俄國
421,[SEP]家醫療服務信託基金會
422,自由土黨
423,德意志帝國
424,個人電腦主機板
425,牛牧寺
426,花式撞球
427,輻射
428,1.25億
429,[SEP]里西亞
430,東犬燈塔
431,1834年3月6日
432,美國
433,永曆帝冊封他為延平王
434,瓦剌
435,漢朝
436,詹姆斯鮑曼林賽
437,烏拉圭
438,南漢宸
439,「[UNK]立極垂統、列皇相承、繼之述之[UNK]宣明治教以宣揚惟神之大道也[UNK]」
440,澳大利亞聯邦
441,布雷斯頓·布瑞格
442,文藝復興時期
443,民不聊生
444,賈木納河
445,國防部
446,暴虐
447,《2005年憲制改革法令》
448,企業爆發涉及高達16億美元的會計造假案件，主要為來自晶片及半導體部門的虛假營收
449,基督教
450,廣鐵集團
451,梅西
452,俄羅斯蘇維埃社會主義聯邦共和國
453,扶餘國
454,皇家自由醫院
455,南斯拉夫反法西斯人民解放委員會
456,莫高窟
457,盧西塔尼亞號
458,副教務長
459,杜魯門的葬禮
460,彈頭本身的威力較低，面對一些保護設計甚至完全無法貫穿
461,2014年世界盃
462,前瞻性
463,奴隸制度
464,琥珀摩擦實驗
465,善於補天
466,1913年
467,東京證券交易所
468,漳州城
469,積極進攻
470,英國
471,唐代
472,毛利族
473,「臺灣之光」
474,二二八事件
475,境內突厥人的伊斯蘭化
476,2009年
477,黑龍江
478,東羅馬繪畫手捲
479,彰化市公所
480,多利的羊
481,天真
482,2395平方公里
483,巨大的表面積
484,江澤民
485,德國
486,全美第五
487,《太陽報》
488,盟是監察機構
489,法國
490,總督
491,中國大陸
492,哈爾茨山脈
493,布政使
494,西北條例
495,許家班
496,75歲
497,光緒三十三年
498,俄語
499,輕型小遊艇
500,長安
501,因為大量的廣府人聚居
502,王道
503,倭寇
504,課外活動指導組
505,天武天皇時期
506,刺激劑
507,羅馬的財富
508,1945年
509,突厥人
510,蕭道成
511,重慶
512,南加大
513,今天
514,蘇聯
515,戰國策
516,倫敦時報
517,第三代
518,預熟米
519,日治時期
520,1993年
521,雪海燕
522,西漢時期
523,西元476年
524,中俄羅斯高地
525,民國十六年
526,12世紀後期
527,2012年
528,白水門事件
529,日佔時期
530,支鏈澱粉
531,臨朐城
532,和人
533,維也納發生大雷雨
534,美國
535,奈及利亞
536,《易經》
537,德國
538,內蒙古自治區
539,峨眉縣
540,陳水扁
541,第一次世界大戰
542,異端虛構
543,岩溶山原地貌
544,過早引爆
545,大型整流罩
546,19世紀晚期
547,可再生能源
548,巴燕縣
549,東羅馬皇帝
550,儒家
551,西班牙
552,18小時
553,26名
554,赫魯雪夫時期
555,突厥
556,1992年
557,半西方式握拍
558,[SEP]尼托巴省
559,李[UNK]
560,1972年
561,中國南方
562,史蒂芬•道格拉斯
563,物理化學
564,南宋
565,宣傳鼓吹民族民主革命
566,商稅
567,每週功課
568,劉裕
569,2007年
570,斯洛維尼亞
571,1980年代
572,朱權
573,莫斯科和平協定
574,24位
575,散布異端
576,常綠闊葉木本植物
577,喀什市
578,高容姬
579,500席
580,1966年
581,基督教
582,希臘
583,1260年
584,戰略地位
585,修改日美安保條約
586,北伐必敗論
587,1995年
588,曾德
589,中國人民解放軍海軍
590,大衛營和約
591,匈牙利王國
592,2004年
593,陳誠
594,1945年
595,[SEP]城頭向下投擲瓦石
596,約為太陽的100[UNK]150倍
597,2001年3月
598,漢諾瓦全能運動隊
599,62萬
600,1920年
601,點燃煙火
602,潮州體育館
603,解放軍
604,伯明罕
605,實驗
606,中國政府必須承認蒙古人民共和國獨立；第二，中國必須保證長春鐵路沿線的安全
607,江戶幕府
608,希臘-保加利亞聯軍
609,352年
610,慶曆和議
611,由馬丁•利頓和菲利普•海德照相，阻止了在國家恐龍化石保護區修築水壩
612,政治哲學
613,熱帶草原
614,梵語
615,恐龍
616,聖雄甘地
617,11世紀
618,1897年
619,截擊
620,[SEP]權事業取得的成就
621,1960年
622,5800日元
623,指性別相同的人彼此締結為婚姻關係
624,新北市
625,孔祥熙公館
626,忽必烈
627,維也納
628,太平天國
629,服務偏遠地區
630,阻隔東德人遷往西德
631,德國國營鐵路
632,五一勞動節
633,渤海國
634,俄羅斯帝國
635,美國電影藝術與科學學院
636,列寧
637,戴維·里滕豪斯
638,島原鐵道
639,多倫多
640,14世紀末
641,熱拉爾·普魯尼爾
642,愛爾蘭
643,南北朝
644,米糠
645,耶穌會
646,《大公報》
647,勞倫斯·薩默斯
648,南宋
649,卑南族
650,兩小時
651,安德烈·曼紐爾·德·里奧
652,魚鷹
653,開京
654,劇院
655,濟南
656,遺傳物質
657,臺北
658,荷蘭
659,1873年
660,宋代
661,舊金山和約
662,太平洋
663,拉丁文
664,5千年
665,日耳曼
666,只有在去世後才能在其生日發行紀念郵票
667,「武力統一」
668,1950年
669,軟席候車室
670,加金絲織物
671,「黃虎旗」
672,1957年
673,西晉時期
674,抑鬱
675,鎮江都統司酒樓
676,美國電影藝術與科學學院
677,敦煌
678,奉系軍閥
679,查爾斯·派爾
680,石灰石
681,四面環海
682,英國核燃料公司
683,宋神宗
684,董建華
685,羅馬天主教會
686,丁磊
687,1958年
688,成都平原
689,八百餘年
690,馬其頓王朝
691,八卦台地
692,保定
693,彌爾
694,1291年
695,天道
696,民國9年
697,承久3年
698,1991年
699,由岩石圈受到壓縮應力的結果而形成
700,晉廷因為冉閔稱帝而不理
701,烈士
702,阿姆利則慘案
703,鐵軌
704,1815年
705,《星際信使》
706,新城大樓
707,3
708,越南共和國軍
709,約翰長老
710,解決財政問題
711,發球上網
712,劉粲
713,錫爾河
714,14個
715,倫敦-利物浦
716,反對同性婚姻的人
717,所有的納稅人
718,電離層
719,阿聯迪拉姆
720,潘基文
721,2015年
722,軌道要穩定
723,21196.18公里
724,斯基泰
725,不能拒絕
726,王羲之
727,中華隊
728,機車
729,「有組織叛亂行為」
730,赫魯雪夫
731,江南案
732,大楷字體
733,西雙版納
734,客座教授
735,維基媒體
736,信義計畫區
737,宣傳
738,極光
739,古印度
740,真空極化
741,崇福寺
742,外交的騙局
743,伽利略
744,布里斯托
745,國內的貴族政治與神職人員影響重大
746,忽必烈
747,國民擁戴的領袖
748,「美麗島」
749,亞歷山大·布隆尼亞爾
750,飛鳥時代
751,城際軌道交通
752,亨利八世
753,中國市場
754,崔浩
755,天城文
756,歐洲戰事
757,宗教改革
758,暴力革命
759,中國
760,1個
761,授權
762,小籠饅頭
763,普勞圖斯
764,西元337年
765,加入歐盟
766,火力持續性
767,散騎常侍
768,祈年殿
769,1980年代
770,忽必烈
771,賈漢沙
772,毛澤東
773,德國
774,羅馬
775,猶太教
776,42.00
777,9世紀以前
778,優秀西部片演員
779,五分之一
780,林登強森
781,第二次世界大戰
782,白米
783,中耳
784,宗
785,ucla洛杉磯加利福尼亞大學
786,莫須有
787,關東大地震
788,終身軟禁
789,磁場的強度
790,母系社會
791,香港法例
792,十年
793,6月13日
794,被割讓為英國殖民地
795,蘇聯時期
796,杜林
797,美國
798,聖烏爾蘇拉
799,哥本哈根
800,為了防止故意誤導球的走向
801,美國
802,羅馬帝國
803,金朝陽集團
804,50～75公斤
805,私立廈門大學
806,軍閥獨裁統治
807,印第安公司
808,德意志帝國
809,45公里每小時
810,司法機構
811,《重慶日報》
812,西吉斯蒙德
813,楊璉真
814,茶道文化
815,軍功
816,亦思巴奚兵亂
817,1990年代中後期
818,瑞典
819,古希臘
820,湯·韋迪加
821,八角大樓
822,1990年
823,大學畢業生
824,卡爾梅克共和國
825,方便世界各地有投資意願人士申請香港居留權，以引進資金和人才
826,1989年
827,侏羅紀
828,所有的選項全未通過
829,世界銀行
830,托爾金
831,電影
832,朝鮮王朝
833,議會民主制
834,橢圓星系
835,約翰西尼切里布
836,1932年
837,1994年世界盃
838,地球
839,西班牙帝國
840,葡萄牙語
841,1915年
842,「曼尼托巴法案」
843,金正恩
844,荷蘭人
845,約翰·洛吉·貝爾德
846,余天錫
847,只要是十五歲至七十以內的人皆服兵役
848,查士丁尼法典
849,尤里西斯·辛
850,奧古斯都
851,光球層
852,以保護中東鐵路為由出兵越過黑龍江
853,賽普勒斯土耳其聯邦
854,紅河戰役
855,80億美元
856,平成時代
857,1949年
858,納粹黨
859,無脊椎動物
860,拉多加湖
861,林爽文反清之役
862,有知識炫耀嫌疑
863,1000米
864,5年
865,事出突然
866,恆星
867,指他的名字「雲」道破了他出生的秘密
868,第149位
869,西哥德王國
870,公元197年
871,廣州-深圳西普速列車
872,武仁之約
873,庇護十一世
874,法顯
875,老羅斯福
876,在任何孤立系統裏，總電量不變
877,隆納·雷根
878,在目視範圍內加以攻擊
879,福建
880,8200年前
881,嘉禾二年
882,唐繼堯
883,新南威爾斯大學
884,戶籍制度
885,哈康五世
886,羅斯福
887,李成棟
888,特殊關係
889,1871年
890,台灣
891,喬治·盧卡斯
892,準備組織150萬大軍以滅東晉，但於隔年閱軍時逝世
893,新自行車
894,世襲
895,官營政策
896,積雲階段
897,尼羅河
898,物種的演化是通過自然選擇的方式實現的
899,九一八事變
900,制勝球
901,前線通訊
902,德國
903,圖西族
904,失敗
905,全國農村農夫
906,楊榮迎
907,2006年
908,二十二行省
909,劉義符
910,小型地方商圈
911,2001年
912,自殺預防
913,南國農
914,農業
915,漢水，亦稱漢江，又名襄河，古稱[UNK]水，是長江最長的支流。漢水
916,金門
917,2000毫米
918,1155年
919,俄語
920,玄奘法師
921,不乾膠
922,參戰軍
923,議長
924,山毛櫸林
925,沙爾孫巴提安
926,1917年
927,天安門廣場
928,垂死恆星
929,三層
930,美國
931,46歲
932,100公里/小時
933,電子工業
934,泡子
935,保存聯邦
936,非營利組織
937,宗教信仰
938,段祺瑞
939,英斂之
940,低地球軌道
941,滇
942,十字軍
943,戚繼光
944,一千億個
945,國立中山大學
946,長城
947,鯉魚山
948,巴爾幹半島
949,修正與整合先前已得的知識
950,地瓜餃
951,青少年
952,共和黨革命效應
953,三分之一
954,支持
955,中山
956,深圳
957,鍾義信
958,肝癌
959,英國
960,印歐語系
961,anp
962,華碩
963,德國國內市場經濟無法發展，在歐洲大陸也無法與其他列強鼎立
964,袁隆平
965,牛肉
966,1951年7月8日
967,高石碑鎮
968,1911年
969,《大般若經》
970,1926年9月正日
971,新加坡
972,怕他與燕王呵成一氣
973,赫沃斯托夫
974,英語
975,張伯苓
976,以避免壓縮機／渦輪解體時可能造成的傷亡或機體損壞
977,瑪格麗特
978,1989年解嚴後
979,三姓副都統
980,4610年
981,伊斯蘭教
982,混合了多種方言
983,主席
984,「蝦夷地
985,多倫多
986,25個
987,1161
988,宗王劉義慶
989,唐
990,霰彈槍
991,重慶市
992,越窯青瓷
993,2000億金馬克
994,九龍塘省善真堂
995,12世紀
996,明洪武元年
997,久彌宮妃[UNK]子
998,1992年
999,為解決「羅馬問題」
1000,以鞏固勢力
1001,中世紀時期
1002,2012年
1003,明仁
1004,尖沙咀
1005,《阿[UNK]婆吠陀》
1006,耳廓
1007,通過資助倫巴第同盟
1008,漢人
1009,三國時期
1010,外圍賽
1011,對閩南地形較為熟識
1012,美軍基地
1013,1859年
1014,田利家
1015,多元性
1016,中共政治犯
1017,桃花源記
1018,1937年
1019,首都國際機場
1020,區域規劃
1021,矽酸鹽水泥
1022,朝聖者
1023,1949年
1024,中國鐵通
1025,《論共產黨員的修養》
1026,航空母艦
1027,郡縣制
1028,衛所制度
1029,廟街
1030,佃客
1031,零
1032,太平洋
1033,合理的稅制
1034,阿根廷
1035,通古斯盆地
1036,陳侃
1037,韌性
1038,洪聖廟
1039,1989年
1040,彰化市
1041,稻草
1042,668年春夏
1043,皇家法律
1044,颱風來襲
1045,斯泰提烏斯
1046,新舊軍事貴族
1047,庫力台大會推舉
1048,韓戰
1049,1284年
1050,第四
1051,八掌溪
1052,1941年9月
1053,基輔羅斯
1054,多倫多證券交易所
1055,凡爾賽條約
1056,視杆細胞
1057,1985年
1058,四個
1059,1998年
1060,粳稻
1061,1975年11月25日
1062,三千個
1063,聯合國成員中的獨裁政體影響力越來越大
1064,5次
1065,中國移動
1066,1900年
1067,1990年代
1068,平原
1069,滿洲是清朝的發祥地
1070,唐娜·瑞德
1071,100億美元
1072,曹溪宗
1073,九龍寨城
1074,巴西
1075,重慶
1076,姚[UNK]
1077,恆星
1078,1975年
1079,精神污染
1080,1947年
1081,郭沫若
1082,張之洞
1083,數字位數太多
1084,為臺灣石化業與重工業打下良好的基礎
1085,1314年
1086,中華人民共和國
1087,西德
1088,1989年
1089,突厥
1090,盤古大陸內部
1091,新論壇
1092,平均高溫
1093,70年代
1094,2007年5月
1095,譚詠麟
1096,政治
1097,汪達爾人
1098,1660年
1099,1959年
1100,美國
1101,烏干達
1102,臺灣閩南語
1103,王世杰
1104,將生果放在米缸中
1105,大小
1106,第二次世界大戰
1107,環境保護主義
1108,忽必烈
1109,神風特攻隊
1110,二尖瓣
1111,艾爾弗雷德•牛頓
1112,跨年活動
1113,非常注重傳統
1114,腦源性神經營養因子
1115,中國
1116,磁浮列車
1117,露點溫度
1118,心房鈉尿肽
1119,1972年
1120,開放式社會主義體制
1121,無人飛機
1122,匹茲堡市中心
1123,美國公路邊的加油站附設小店
1124,1987年
1125,反共抗俄
1126,14世紀
1127,烏布利希
1128,丘處機
1129,1937年12月
1130,北京
1131,古典音樂
1132,第四次十字軍東征
1133,李伯曼
1134,明尼蘇達州
1135,綏靖政策
1136,印度
1137,河狸
1138,托土拉島
1139,路易九世
1140,分子複製
1141,理學院
1142,羅爾德·阿蒙森
1143,地球空間
1144,1946年1月5日
1145,1611年
1146,豆科
1147,「喚醒了對由氣候變化所帶來的危險的意識」
1148,耳廓
1149,亨利福特
1150,維爾納•海森堡
1151,tr-850型坦克
1152,人口
1153,三天三夜
1154,懲罰西班牙人
1155,金正恩
1156,英國
1157,試圖從郊區中產階級及其它有影響力人物那裡吸引更多支持
1158,共識似乎已經達到了維基代碼需要上下文有關文法的程度
1159,阿森納
1160,中世紀
1161,1041年
1162,中山
1163,西班牙
1164,岳飛
1165,所作所為
1166,清同治年間
1167,林森
1168,多倍體育種
1169,陳誠
1170,沃爾特·格羅佩斯
1171,求知慾
1172,1993年
1173,1930年
1174,愛丁頓光度
1175,除草除蟲
1176,150名
1177,6.40米
1178,政府平等對待同志群體的決心
1179,宋元時期
1180,1982年
1181,權不外假
1182,河北省
1183,蘇門答臘島
1184,李達
1185,1960年代
1186,世界鋼都
1187,局部模特兒
1188,民國三十四年
1189,向空中
1190,19世紀
1191,汾河
1192,九龍站
1193,二千人
1194,湯瑪士·傑克森
1195,豬灣入侵
1196,國際人道法
1197,英國
1198,hkg3自動步槍系列
1199,蘇聯政府
1200,2億台
1201,米倉山西麓
1202,元祿年間
1203,高等法院
1204,美國國家環境保護局
1205,羊
1206,2006年
1207,羅伯甘迺迪
1208,美國
1209,1917年
1210,1975年
1211,魚雷艇
1212,劍橋大學
1213,《理想國》
1214,防止房價上漲影響港人置業
1215,2006年
1216,馬基維利
1217,藥用植物
1218,阿拉瓦克人
1219,民國5年
1220,獸醫學院
1221,美國總統科技顧問委員會
1222,感光細胞前毛細血管裏的白血球
1223,1950年代
1224,康熙七年
1225,班傑明·富蘭克林
1226,地熱能
1227,《教會史》第三冊25章
1228,路網管理系統
1229,《軍力動員法》
1230,羅洛·梅
1231,三
1232,患病為由
1233,元朝
1234,體積
1235,瓊·愛麗遜
1236,基督教
1237,2007年
1238,楊善德
1239,2003年
1240,熱帶草原氣候
1241,本質的邪惡
1242,《岳家軍》
1243,1314年
1244,1927年
1245,金正恩
1246,遠東紅點鮭
1247,家具業
1248,產量比原水稻多上一倍
1249,浪漫主義
1250,二
1251,臺灣原住民族
1252,下薩克
1253,順磁物質的磁化率與溫度的關係
1254,1980年代
1255,復仇心作祟
1256,美國電影學會
1257,出售郵件系統軟體授權
1258,7人
1259,自然
1260,狄奧多西二世
1261,俚人
1262,稻是人類的主要糧食作物，據知目前世界上的稻屬植物可能超過14萬種，而且科學家還在不停的研發新稻種
1263,亞美尼亞語
1264,電車線路
1265,蒙特內哥羅
1266,米漿
1267,平原區
1268,聯邦總理
1269,第34次
1270,大夏大學
1271,奴兒干地方
1272,235
1273,查爾斯·庫侖
1274,阿里烏教派
1275,1964年
1276,高雄市
1277,大腦
1278,42.5小時
1279,氫
1280,邱吉爾港
1281,亨利福特
1282,米酒稅率巨幅調漲
1283,扣留家屬為人質
1284,新加坡
1285,陳隆基
1286,烏拉圭世界盃
1287,尼日共和國
1288,1388年
1289,挾持其家人做為人質
1290,燃料
1291,朱棣是造反稱帝的，對大臣有所猜忌
1292,德國
1293,趙鼎
1294,「伍豪」
1295,周恩來
1296,復調音樂
1297,[UNK]水之戰
1298,元世祖
1299,喬治·居維葉
1300,下議院
1301,80
1302,路易十四
1303,2011年
1304,民國16年
1305,給聯盟國有後門可逃
1306,1960年
1307,聖母大學
1308,恆星光譜
1309,班固
1310,溫和氣候相當適合水稻生產
1311,漢中盆地
1312,賽普勒斯共和國政府南賽普勒斯的希臘族政權
1313,1930年
1314,油麻地避風塘
1315,客家語
1316,色雷斯人
1317,源平合戰
1318,患上喉癌
1319,1991年
1320,鄭有諒
1321,秋季學期
1322,三十年
1323,共和黨
1324,譚詠麟
1325,1950年
1326,釣魚臺主權的爭議
1327,歐胡島
1328,金大中
1329,為了從整體上推動社會主義精神文明建設的進程
1330,蘇聯
1331,更易於違反人權
1332,漲潮
1333,476年
1334,阻止美日海軍的介入和干預
1335,王莽
1336,金泳三
1337,第1位
1338,15世紀
1339,針對特別一個文化來進行的學術研究
1340,聲音在介質中傳播時遇到的阻力
1341,人文學科
1342,林彪
1343,越南
1344,混凝土結構
1345,完成南北候車室的合龍並進入內部裝修的階段
1346,隨著城市的發展加上持續的移山填海
1347,四十萬
1348,西里爾
1349,1963年
1350,[SEP]猶大書
1351,日治時期
1352,合成生物學
1353,央視網標誌
1354,新華門
1355,波斯灣東南岸
1356,帕吉勒提河
1357,恆星光譜
1358,1987年
1359,少帥
1360,中央政治局常委
1361,1984年
1362,松花江
1363,德郵
1364,匹茲堡
1365,1951年
1366,保護標誌
1367,漢諾瓦96足球俱樂部
1368,利奧十世
1369,13億美元
1370,亞德里安堡戰役
1371,撒爾塔-卡爾梅克人
1372,阿夷里
1373,以增強農民對政府的向心力
1374,毛澤東
1375,丹麥人
1376,羅馬教皇急需外援以抗衡伊斯蘭教徒
1377,非營利組織
1378,葡萄牙人
1379,他不想出名
1380,西方頹廢的象徵
1381,1980年
1382,1961年8月12日晚上
1383,金[UNK]
1384,法國
1385,15歲
1386,購買物資
1387,《bbc早餐》
1388,互相制衡作用
1389,共和末期
1390,混凝土壩
1391,瓦哈比教義
1392,1902年6月17日
1393,單幹風
1394,彈頭本身的威力較低，面對一些保護設計甚至完全無法貫穿
1395,重慶
1396,1958年
1397,反間計
1398,高爆反坦克彈
1399,烏特勒支碉堡
1400,劉銘傳
1401,物理學
1402,1914年
1403,崇漢派
1404,2005年
1405,刑法》
1406,宋朝
1407,蘇聯式的政治制度
1408,1976年
1409,山地
1410,成吉思汗
1411,社會壓力
1412,有機米
1413,《泰晤士報》
1414,1973年
1415,雲履
1416,《大公報》
1417,標志著消費者維權意識的興起
1418,城
1419,平息遊行
1420,升格為省轄市後，一至八屆市長皆由女性擔任
1421,婆羅門教
1422,1988年
1423,日內瓦會議
1424,加拿大
1425,公共汽車
1426,19世紀
1427,臺北市公車聯營管理中心
1428,中子星
1429,東漢時期
1430,金剛計劃
1431,1950年代
1432,9日
1433,獎座
1434,巴丹島
1435,54種
1436,白[UNK]紀
1437,2010年
1438,支持反唐
1439,急速銳減
1440,8.90%
1441,額爾金
1442,電晶體
1443,中華人民共和國代表團
1444,王明
1445,統一資源標識符
1446,1793年
1447,檀道濟
1448,宗法制
1449,楊善德
1450,歐洲共同體
1451,第一次世界大戰
1452,東德人口的很大一部分都不認同國家的政治和經濟體制
1453,彼得
1454,冷戰期間
1455,中國共產黨
1456,1713年
1457,如尼字母
1458,[SEP]國
1459,1976年
1460,加拿大中文電台
1461,隋文帝
1462,中國鐵道部
1463,土家族
1464,所有有意義的文化產物
1465,神聖羅馬帝國憲法
1466,司馬懿
1467,黑龍江省
1468,中國大陸
1469,1984年
1470,網
